
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_AXI_AXIGLUE_BRIDGE, 0, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ROCKET_SYSTEM, 9165, 10103, 3062, 0, 2, 10, 6, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_AXI4BUFFER, 457, 162, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_29_0, 149, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_30_1_0, 11, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_32_0, 141, 76, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_33_0, 81, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_33_1, 75, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_AXI4BUFFER_BUFFER, 465, 139, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_28_0, 85, 23, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_28_1, 79, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_29, 149, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_30_1, 11, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_32, 141, 75, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_AXI4DEINTERLEAVER, 3044, 487, 1864, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_48, 592, 20, 365, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_48_0, 607, 20, 375, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_48_1, 607, 19, 375, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_48_2, 607, 20, 375, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_48_3, 607, 19, 372, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_AXI4USER_YANKER, 86, 93, 12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_10, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_11, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_12, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_13, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_14, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_7, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_8, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_9, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_22_4, 15, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_22_5, 15, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_AXI4USER_YANKER_YANK, 86, 192, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18, 7, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_0, 7, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_1, 7, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_2, 7, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_3, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_4, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_5, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_18_6, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_22, 15, 27, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_22_3, 15, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_COREPLEX_LOCAL_INTERRUPTER_CLINT, 129, 243, 190, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_DEBUG_TRANSPORT_MODULE_JTAG, 166, 140, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_CAPTURE_CHAIN, 32, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_CAPTURE_UPDATE_CHAIN, 32, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_CAPTURE_UPDATE_CHAIN_1, 41, 76, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_JTAG_BYPASS_CHAIN, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_JTAG_TAP_CONTROLLER, 15, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_CAPTURE_UPDATE_CHAIN_2, 5, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_JTAG_STATE_MACHINE, 4, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W4_I15, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_0, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_2, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_NEGATIVE_EDGE_LATCH_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_NEGATIVE_EDGE_LATCH_2, 5, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_INT_SYNC_CROSSING_SOURCE_2, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_21_29, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_32, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W2_I0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_32_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_32_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_INT_XING, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_SYNCHRONIZER_SHIFT_REG_W31_D3, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_PERIPHERY_BUS_PBUS, 469, 926, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_TLATOMIC_AUTOMATA_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 123, 381, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_TLBUFFER_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 226, 119, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_0_0, 145, 73, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_QUEUE_1_0, 81, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_TLFRAGMENTER_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 111, 212, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_REPEATER_1_0, 24, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_REPEATER_1_1, 34, 31, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_REPEATER_3, 20, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_TLXBAR_PERIPHERY_BUS, 9, 214, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_RESET_CATCH_AND_SYNC_D3_1, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_SYNCHRONIZER_SHIFT_REG_W1_D3_I0_8_5, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_1_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_38_10_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_2_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_3, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_3_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_38_8_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ROCKET_TILE_TILE, 2178, 4415, 560, 0, 2, 10, 6, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_DCACHE_DCACHE, 378, 723, 120, 0, 0, 5, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_AMOALU, 0, 171, 64, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AXI_0_MiV_RV32IMA_L1_AXI_0_0_MIV_RV32IMA_L1_AXI_ARBITER, 0, 73, 0, 0, 0, 0, 0, 0, 0
