
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_JTAG_STATE_MACHINE, 4, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_VEC_W4_I15, 4, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG, 1, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_0, 1, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_1, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_2, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_NEGATIVE_EDGE_LATCH_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_NEGATIVE_EDGE_LATCH_2, 5, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_INT_SYNC_CROSSING_SOURCE_2, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_VEC_W1_I0_21_29, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_32, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_VEC_W2_I0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_32_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_32_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_INT_XING, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_SYNCHRONIZER_SHIFT_REG_W31_D3, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_PERIPHERY_BUS_PBUS, 469, 882, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLATOMIC_AUTOMATA_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 123, 378, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLBUFFER_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 226, 124, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_1_1, 81, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_2, 145, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLFRAGMENTER_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 111, 199, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_REPEATER_0, 24, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_REPEATER_1, 34, 35, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_REPEATER_2, 20, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLXBAR_PERIPHERY_BUS, 9, 181, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_RESET_CATCH_AND_SYNC_D3_1, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_SYNCHRONIZER_SHIFT_REG_W1_D3_I0_8_5, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_VEC_W1_I0_1_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_38_10_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_VEC_W1_I0_2_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_3, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_VEC_W1_I0_3_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ASYNC_RESET_REG_38_8_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET_TILE_0s, 2233, 4451, 706, 0, 2, 22, 6, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DCACHE_DCACHE_0s, 393, 792, 192, 0, 0, 17, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_AMOALU, 0, 158, 64, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ARBITER, 0, 97, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ARBITER_1, 0, 107, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DCACHE_DATA_ARRAY_0s, 18, 147, 72, 0, 0, 16, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DATA_ARRAYS_0_0s, 18, 42, 72, 0, 0, 16, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DATA_ARRAYS_0_EXT_0s, 18, 42, 72, 0, 0, 16, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_RAM_2048x32_ECC_0s, 1, 4, 18, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_RAM_2048x32_ECC_0s_0, 3, 4, 18, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_RAM_2048x32_ECC_0s_1, 1, 4, 18, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_RAM_2048x32_ECC_0s_2, 1, 4, 18, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TAG_ARRAY_0s, 9, 14, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TAG_ARRAY_EXT_0s, 9, 14, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_RAM_128x21_ECC_0s, 1, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLB, 0, 216, 1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_FRONTEND_FRONTEND_0s, 619, 867, 122, 0, 0, 5, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ICACHE_ICACHE_0s, 226, 435, 92, 0, 0, 5, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DATA_ARRAYS_0_0_0s, 15, 25, 66, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DATA_ARRAYS_0_0_EXT_0s, 15, 25, 66, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_RAM_2048x32_ECC_0s_4, 3, 4, 66, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TAG_ARRAY_0_0s, 8, 14, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TAG_ARRAY_0_EXT_0s, 8, 14, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_RAM_128x20_ECC_0s, 1, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_SHIFT_QUEUE, 325, 347, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLB_1, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_INT_SYNC_CROSSING_SINK, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_SYNCHRONIZER_SHIFT_REG_W1_D3, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET, 840, 2470, 382, 0, 2, 0, 6, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ALU, 0, 439, 33, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_BREAKPOINT_UNIT, 0, 979, 192, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_CSRFILE, 287, 523, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_IBUF, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_MUL_DIV, 120, 266, 121, 0, 2, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLBUFFER_SYSTEM_BUS, 365, 196, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_11, 159, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_14, 121, 68, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_6_2, 85, 50, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLXBAR_TL_MASTER_XBAR, 13, 126, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_SYSTEM_BUS_SBUS, 570, 964, 57, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_SIMPLE_LAZY_MODULE_SYSTEM_BUS_FROM_TILE, 67, 306, 41, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLCACHE_CORK_SYSTEM_BUS, 43, 250, 21, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_6_0, 13, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_6_1, 5, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLFIFOFIXER_SYSTEM_BUS, 24, 56, 20, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLBUFFER_SYSTEM_BUS_SLAVE_TLBUFFER, 474, 213, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_0, 111, 59, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_0_0, 155, 86, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_1, 81, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_1_0, 83, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_4, 21, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_QUEUE_5, 23, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLFIFOFIXER_SYSTEM_BUS_PBUS_TLFIFOFIXER, 12, 45, 0, 0, 0, 0, 0, 0, 0
